gene,logFC(Z6/E14Tg2a),logFC(OKO160/E14Tg2a),logFC(Z6/OctGip),logFC(OKO160/OctGip)
Sox7,-0.1197,0.5028,-0.1226,0.4999
Ube2j1,-0.0459,0.0236,-0.0418,0.0277
Rpl32-ps,0.183,0.1094,0.1494,0.0758
Carm1,-0.0862,-0.0886,-0.0899,-0.0923
AC119205.1,0.0462,0.0156,-0.0611,-0.0917
Gm216,0.0011,-0.0554,0.0215,-0.035
Faim3,-0.0082,-0.0831,0.0248,-0.0501
Ccl17,-0.0556,-0.0146,-0.0574,-0.0163
Vwa5b1,0.0401,0.07,0.0612,0.0911
Olfr73,-0.0013,0.006,0.027,0.0343
Tmub1,-0.0067,-0.0483,0.013,-0.0286
Adam26a,-7.72E-04,0.0661,-0.0845,-0.0176
Ngb,-0.034,-0.0081,0.0014,0.0273
Wipf2,0.2362,0.0838,0.1961,0.0436
Olfr609,0.0051,-0.0643,0.0445,-0.025
Mrpl53,-0.1325,0.0686,-0.0887,0.1124
Olfr1161,-0.0297,0.016,-0.0386,0.0071
Cspg5,0.0044,0.1623,-0.0081,0.1498
Mapre1,-0.1902,-0.3365,0.1053,-0.041
Gm6040,0.1004,0.0286,0.0359,-0.0359
Akr1c20,0.0486,0.0505,0.0605,0.0623
Senp8,-0.0135,0.0336,-0.1119,-0.0647
Dmrt1,-0.0964,-0.0638,-0.0587,-0.0261
Clec4g,0.0237,0.0441,0.0451,0.0654
Olfr1160,0.0047,-0.0313,0.0444,0.0085
Tbc1d4,-0.0032,0.0581,-5.03E-04,0.0608
Elmod2,-0.0222,-0.0299,0.0185,0.0107
Mag,-0.0284,0.0248,-0.0323,0.0209
4933407I18Rik,-0.1083,-0.1636,-0.1169,-0.1722
AL773567.2,-0.0252,0.0395,-0.0771,-0.0123
BC029722,-0.0345,-0.0538,-0.0786,-0.098
Abcd3,-0.1074,-0.1936,0.0682,-0.018
Fbxw5,-0.0637,0.029,-0.0814,0.0112
Olfr1323,-0.0126,-0.079,0.0238,-0.0427
Stil,0.0367,0.003,0.0364,0.0027
Pik3ap1,0.1074,0.0302,0.0487,-0.0286
AL596117.2,-0.4185,-0.78,-0.2344,-0.5958
Dyrk4,-0.0107,-0.0173,0.0108,0.0042
AI428936,-0.0456,0.0233,-0.2032,-0.1343
Camk2n1,-0.1355,0.2412,-0.2182,0.1586
Tnfaip8l2,0.0554,0.1345,0.0503,0.1294
Dhtkd1,0.033,0.0421,0.0053,0.0144
Ndufa8,0.4739,0.481,0.4657,0.4728
Hnf4a,0.0031,0.0595,-0.0032,0.0532
Fancg,-0.0572,-0.0381,0.0255,0.0446
AL954686.2,0.0292,0.017,-0.0244,-0.0367
Ctgf,-0.9573,-1.5581,-0.6645,-1.2653
AL589623.1,0.0294,0.0314,0.019,0.021
Ugt2b1,-0.0448,0.026,-0.0495,0.0213
Wipf3,-0.1177,-0.2176,-0.1349,-0.2349
Pklr,0.0462,0.0522,0.0259,0.032
AC124669.1,-0.6927,-0.4361,-0.572,-0.3154
AL773567.4,-0.0111,0.0186,0.0244,0.0541
Sec24c,0.1838,0.3061,-0.0054,0.1169
Mical2,-0.03,-0.1038,0.0753,0.0015
Ddx26b,0.0262,-0.1081,0.0587,-0.0756
Gcg,-0.0071,-0.0436,-0.0073,-0.0438
H2-M3,-0.0886,-0.124,-0.1041,-0.1395
4933421I07Rik,-0.0225,-0.0055,-0.0674,-0.0504
Pm20d1,0.1321,0.0643,0.0447,-0.0231
Brms1l,-0.0541,-0.1537,0.0204,-0.0792
V1rc14,0.0231,-0.0275,0.0431,-0.0075
Taf2,-0.031,0.0065,-0.108,-0.0705
Fam82b,0.0494,0.0409,0.0398,0.0313
Olfr457,0.0271,0.0195,0.0392,0.0316
Aspn,0.0096,0.0536,-4.48E-05,0.0439
Ccdc159,0.0948,0.0471,0.0908,0.0431
Mcf2l,-0.0366,0.0513,-0.0926,-0.0046
4632415K11Rik,0.0508,-0.0195,0.0695,-7.9013131576211E-4
RP23-91C19.7,-0.0279,-0.005,0.0024,0.0253
Tas2r119,0.115,0.0644,0.0848,0.0342
Fam32a,0.0185,0.0707,-0.0144,0.0378
2810432D09Rik,-0.016,0.2213,0.013,0.2503
Tyw3,-0.0211,-0.0722,-0.0271,-0.0782
V1rh6,0.0428,0.0432,-0.0523,-0.0519
Vash2,2.68E-04,0.0296,-0.0935,-0.0642
AI894139,0.0738,0.2026,0.0101,0.139
Adam7,0.048,0.0341,0.0189,0.005
Arl5b,-0.0905,-0.0224,-0.0831,-0.015
Olfr478,0.0331,-0.0403,-0.0102,-0.0836
0610008F07Rik,0.0514,0.0273,0.052,0.0279
Mmp24,0.0385,0.0132,-0.0413,-0.0665
Acad11,0.0553,0.0439,0.0211,0.0097
Ier5,-0.0423,-0.0193,0.0305,0.0535
Fam173b,-0.0025,-0.0431,-0.1109,-0.1515
Mtl5,0.1224,0.1305,0.1134,0.1215
Tug1,-0.0781,-0.1616,0.0642,-0.0194
Dbh,-0.0042,-0.0218,-0.0132,-0.0309
Cfhr2,0.0247,0.0167,0.0329,0.0249
Vmn2r-ps60,-0.0202,-0.0137,-0.0136,-0.0071
AC124479.2,-0.0195,-0.0024,0.0065,0.0235
Clk4,0.0705,0.0933,0.0663,0.0892
Olfr477,0.0101,0.0383,0.0622,0.0903
Lipn,0.0603,0.0713,-0.0342,-0.0233
Cenpa,0.0754,0.1212,-0.0313,0.0145
Bsn,0.0476,-0.0396,0.0928,0.0056
Tmem63a,0.0304,0.0471,-0.0612,-0.0444
Cyp2b10,0.0101,0.0783,0.0115,0.0797
E030030I06Rik,0.0068,-0.0286,0.0519,0.0166
Rcn1,-0.0257,-0.0107,-0.0129,0.0021
Foxn1,-0.0147,-0.0097,-0.0171,-0.0121
Akap3,-0.014,0.0443,-0.0602,-0.0019
Aox3,0.1187,-0.0394,0.148,-0.0101
Olfr476,0.0367,-0.0244,0.0561,-0.005
AC115706.1,-0.648,-0.6483,-0.0283,-0.0285
AC116734.1,-0.0782,-0.0717,-0.0121,-0.0056
A530082C11Rik,0.0054,0.0676,-0.0349,0.0274
Arhgap11a,0.0349,0.0396,0.0501,0.0549
Ebf1,-0.0081,-0.0887,0.0794,-0.0011
Stk32c,-0.0421,-0.0428,-0.0681,-0.0689
Prpf4,-0.0731,-0.053,-0.0461,-0.026
R3hdml,-0.0206,-0.0717,-0.0398,-0.0908
Cyp11b2,-0.04,-0.0809,-0.0289,-0.0699
AL606903.1,-0.0658,-0.19,0.0483,-0.0759
2310001K24Rik,-0.032,-0.0168,0.0074,0.0226
Lpar3,0.0265,0.012,-0.0182,-0.0327
Pdhb,-0.285,-0.3535,-0.0062,-0.0748
Dip2a,0.0098,0.0393,-0.0552,-0.0257
BC055324,-0.0994,-0.2407,-0.0962,-0.2374
0610025J13Rik,0.0261,0.0746,-0.019,0.0296
Tlk1,-0.3022,-0.2981,-0.2781,-0.274
Synj2bp,0.1075,0.2139,0.1144,0.2208
1500011H22Rik,0.0469,0.1772,0.0423,0.1726
Dcpp1,0.0392,-0.004,0.0442,0.0011
Nqo2,0.0107,-0.1145,0.0937,-0.0314
Olfr307,-0.1461,-0.1945,-0.0759,-0.1243
Stat5a,0.0353,0.0633,-0.0103,0.0177
Ogg1,0.0127,0.0451,0.03,0.0624
Odam,0.0116,0.0051,0.0012,-0.0053
Dlk2,0.0258,0.0479,0.0296,0.0517
AL592547.5,0.0106,-0.017,0.0172,-0.0103
Smad6,0.2405,0.1689,0.3134,0.2418
Efcab6,0.0806,0.0808,-0.023,-0.0228
Picalm,-0.2129,-0.1972,-0.2195,-0.2037
Gnptab,-0.1538,-0.1042,-0.159,-0.1093
Zdhhc17,-0.0791,-0.0109,-0.0606,0.0076
Rpl31,0.1689,0.07,0.1007,0.0018
Ccr5,-0.0308,-0.0602,0.0637,0.0343
AL627101.1,-0.0303,-0.0127,-0.0191,-0.0015
Tac2,0.0099,0.0353,0.006,0.0314
2210012G02Rik,0.0246,0.051,0.0357,0.0621
AW551984,-0.0726,-0.0718,-0.0747,-0.074
Aqp11,0.0474,0.0641,-0.0083,0.0083
Oscp1,0.0031,0.0797,-0.0363,0.0404
Larp1,-0.157,-0.3926,0.0175,-0.2181
Azin1,-0.0071,0.0624,0.0119,0.0814
Gli3,-0.365,-0.6081,-0.2608,-0.5038
1300010F03Rik,-0.1325,0.1342,-0.1009,0.1658
Fitm2,-0.0267,0.2392,-0.0639,0.202
AC151477.2,-0.0104,-0.0163,0.0137,0.0077
9230105E10Rik,-0.0422,-0.0246,-0.0489,-0.0313
Rras,0.181,0.1286,0.039,-0.0134
Rnaseh1,0.0221,0.2084,-0.0875,0.0987
Mrps11,0.1275,0.1648,0.1391,0.1763
Apip,0.241,0.3915,0.1391,0.2896
Nans,0.1274,0.08,0.1189,0.0715
RP24-350P11.3,0.011,-0.0204,-0.0774,-0.1089
Trim26,-0.2103,-0.1994,-0.0903,-0.0795
1700012L04Rik,0.1566,0.0725,0.0751,-0.009
AL713871.1,0.0112,0.0682,-0.0126,0.0444
Ankrd36,-0.0175,-0.0675,-0.0252,-0.0752
Cdcp2,-0.026,0.049,-0.0085,0.0665
Zfp697,0.056,0.0169,0.0127,-0.0264
5830477G23Rik,-0.0069,0.0211,-0.0062,0.0217
Trak2,-0.0855,-0.0791,-0.0639,-0.0576
Olfr608,-0.0182,-0.0343,-0.0184,-0.0346
Galntl5,0.061,0.009,0.0304,-0.0216
B3galnt1,0.0916,0.0849,0.0984,0.0916
Dpy19l4,0.0161,0.019,-0.0022,7.40587376233393E-4
0610012H03Rik,-0.0076,0.0274,-0.1395,-0.1044
Mrpl35,-0.0188,0.0468,0.104,0.1695
Tgfbrap1,-0.1648,-0.0223,-0.1227,0.0198
Pde1a,0.0351,-0.0528,0.0899,0.002
Fam135b,0.0325,0.0645,0.0195,0.0515
Adam26b,-0.0072,-0.027,-0.0331,-0.0529
Sgk3,-0.0237,-0.2184,0.013,-0.1817
Apob,0.0256,-0.0116,-0.0183,-0.0556
Crocc,0.0724,0.0567,0.024,0.0082
D5Ertd577e,0.3096,0.1319,-0.0878,-0.2655
E130309D02Rik,-0.0422,0.0601,-0.1245,-0.0222
AC163020.1,-0.0437,-0.0294,-0.0215,-0.0071
Mustn1,0.0621,-0.014,0.0464,-0.0298
Hsp90aa1,-0.0829,-0.0664,-0.095,-0.0785
Gpr165,-0.0589,-0.0213,-0.0268,0.0108
E030037K03Rik,-0.0132,0.0151,-0.004,0.0243
Ufc1,-0.0696,0.0728,0.1459,0.2883
Pramef17,0.1116,-0.0466,0.1338,-0.0244
Dkk3,-0.0057,-0.159,-0.0256,-0.1788
Aptx,-0.2269,-0.3334,-0.0586,-0.1651
Sos2,-0.1042,-0.1567,-0.0188,-0.0713
AL450399.2,-0.0328,0.0025,0.0489,0.0842
Ppp2r2b,0.0163,-0.0491,0.0561,-0.0093
Tmtc3,-0.0168,-0.039,-0.035,-0.0572
Copz2,0.2698,-0.0841,0.3146,-0.0393
AC102609.3,0.0105,-0.0208,-0.0645,-0.0958
AL833806.1,-0.0218,-0.0503,-0.0323,-0.0608
BC049762,-0.041,0.015,-0.0063,0.0497
Ubqln1,-0.1145,-0.3512,0.0958,-0.1408
Map4k3,-0.5732,0.1234,-0.583,0.1136
V1rh18,0.0425,0.0097,0.0242,-0.0086
Vars,0.1443,0.2357,0.0286,0.12
Fxc1,-0.1829,-0.1819,-0.0969,-0.0959
Tom1l1,-0.0361,-0.1582,-0.0279,-0.15
Mex3a,-0.1395,-0.0738,-0.0287,0.0369
Procr,-0.0199,-0.0263,-0.0245,-0.0309
Dtx1,-0.1271,-0.037,0.0615,0.1516
AC104896.1,0.0285,0.0325,-0.0055,-0.0015
Kif5c,-0.3783,-0.7679,-0.5301,-0.9196
1500001M20Rik,-0.0281,-0.3283,0.0094,-0.2908
Dennd1b,-0.0164,-0.0054,-0.0197,-0.0087
Otud4,-0.0959,0.0709,-0.0932,0.0737
Olfr1158,-0.0956,-0.0841,-0.0416,-0.0302
AC167036.1,-0.0167,-0.1939,0.1196,-0.0577
Olfr474,0.0183,0.004,0.0654,0.051
AC122819.3,-0.0175,-0.0028,1.35E-04,0.0148
Gm4738,-0.0165,-0.0274,-0.0301,-0.041
4921521F21Rik,0.098,0.0755,0.0753,0.0527
Mrpl46,0.3027,0.2475,0.2295,0.1742
Kctd1,-0.1667,0.5269,0.0835,0.777
Chrm1,0.0271,0.0376,-1.83E-04,0.0104
BC018507,-0.0851,0.0529,-0.0706,0.0675
AC127257.1,0.0023,0.0347,0.0333,0.0657
Olfr1322,0.0808,0.1453,0.0411,0.1056
Pfkm,0.2164,-0.3434,0.3125,-0.2473
V1rh20,-0.0244,0.0369,-0.0186,0.0427
Efna2,0.0581,0.0317,0.0613,0.0349
2810032G03Rik,0.0548,0.0564,-0.0075,-0.0058
Gpr151,0.0139,0.0526,-0.0069,0.0319
Gdap1l1,-0.0103,-0.0573,-0.0459,-0.0929
Rbl1,0.1102,0.0962,0.1698,0.1558
V1rh10,-0.0399,-0.0241,-0.011,0.0048
9130019P16Rik,-0.0151,-0.0674,0.0404,-0.0119
Arl4a,-0.4869,-0.3931,-0.43,-0.3362
Lysmd1,-0.0262,0.1633,-0.0251,0.1644
Rab12,0.0324,-0.1139,0.0254,-0.1208
AC125382.2,-0.0115,-0.0451,-0.0099,-0.0435
Taf4b,-0.0453,-0.0226,-0.02,0.0027
Hpse,0.0174,-0.0128,0.0554,0.0252
Olfr959,0.0241,0.0245,-0.0256,-0.0253
Sema3c,0.0252,0.0091,0.0049,-0.0112
AC125382.3,0.0559,0.0509,-0.107,-0.112
Il17a,0.0249,0.013,0.0131,0.0011
Lce3b,0.0182,-0.0166,0.0518,0.0171
Expi,-0.0268,0.0051,0.0076,0.0395
Cox11,-0.0496,-0.0833,0.0733,0.0396
Rplp1,-0.0688,-0.0808,0.0213,0.0093
RP23-33P17.2,-0.0666,0.0157,-0.0231,0.0592
Lta4h,0.1228,0.0896,0.1358,0.1025
AC102103.2,-0.0623,-0.0284,0.0254,0.0593
Olfr74,-0.007,-0.0557,-0.002,-0.0508
AL646046.2,-0.1735,-0.2504,-0.0596,-0.1364
Spag6,0.1919,0.5416,0.3047,0.6544
Abat,0.1639,0.0485,0.1133,-0.0022
Clec7a,0.0398,0.0277,-0.0124,-0.0245
Olfr1157,0.0331,0.057,0.0131,0.037
Tarsl2,0.1302,0.0426,0.141,0.0534
AC158994.1,-0.2159,-0.4819,-0.1364,-0.4024
AI429214,0.0145,-0.0382,0.0173,-0.0355
Olfr1156,0.0141,-0.0253,0.0352,-0.0042
AI413582,-0.0553,-0.0383,-0.0566,-0.0397
Ahdc1,-0.0326,0.0613,0.1784,0.2723
Car14,-0.0623,-0.256,0.0792,-0.1145
Foxp3,-0.0401,-0.0733,0.0024,-0.0308
2310009B15Rik,0.4444,0.4207,0.5335,0.5099
Pcdh15,0.0084,-0.0171,-0.021,-0.0465
Slc25a15,-0.0383,0.0224,-0.0099,0.0508
3110047P20Rik,0.0942,0.0615,0.019,-0.0137
Mgat4b,0.3911,0.2019,0.3381,0.1488
Ccdc142,-0.1325,0.0686,-0.0887,0.1124
Psma8,-0.1818,-0.0955,-0.121,-0.0348
Olfr1155,-0.083,-0.0644,-0.0551,-0.0365
AL596125.2,-0.0116,0.0281,0.0553,0.095
AC125382.4,0.0553,0.0733,-0.0023,0.0157
Prkci,0.043,0.0547,0.0292,0.041
Olfr1154,-0.0114,-0.0415,-0.0088,-0.0389
Drap1,-0.002,0.0618,0.2102,0.274
Klra9,0.1653,0.1168,0.118,0.0695
Chchd6,0.0114,0.0414,-0.0544,-0.0244
Gstm2,-0.1028,-0.709,0.2372,-0.369
Scg5,-0.0105,-0.0018,0.0239,0.0325
Pde1c,-0.0089,0.0133,0.01,0.0322
Cap2,0.0179,0.0097,0.0536,0.0454
Psmb6,0.2336,0.1049,0.0912,-0.0375
Bsx,0.0063,0.0481,-0.0015,0.0403
Sf4,0.0896,-0.0481,0.0791,-0.0586
AC125382.1,0.0491,0.0397,-0.0239,-0.0333
Acsl5,-0.709,-0.7793,-0.6207,-0.691
Krt1,-0.0113,0.0174,0.0159,0.0446
Guca1b,0.0518,0.0994,-0.0415,0.0061
RP23-430I21.1,-0.0289,0.0345,0.0098,0.0732
Cyp2d12,-0.052,-0.0519,0.0117,0.0119
RP23-33P17.1,0.3935,0.1232,0.0817,-0.1886
Olfr389,-0.0427,-0.0397,0.0145,0.0176
AC117241.2,0.0146,-0.0172,0.022,-0.0098
Panx1,0.0851,0.1758,0.0468,0.1375
Tbc1d2b,-0.0177,-0.0443,-0.0562,-0.0827
Ncoa4,0.0193,0.0562,-0.023,0.0139
Il7r,-0.0582,-0.0611,-0.0262,-0.0291
Sclt1,-0.1474,-0.082,-0.0534,0.012
Rnf180,-0.0232,0.0187,-0.0328,0.0091
Klhl29,-0.0035,0.0371,0.0159,0.0565
Arap1,0.0143,0.0438,-3.41E-04,0.0292
Rapgefl1,-0.0217,-0.0606,0.0046,-0.0344
Ttc13,-0.0405,-0.0981,-0.1792,-0.2368
RP23-281O10.5,0.0448,-0.049,-0.0064,-0.1001
Med10,0.0682,-0.06,0.0583,-0.0699
Gm5878,0.0388,-0.0012,0.0217,-0.0184
Hap1,0.3591,0.8066,0.2398,0.6873
Zscan22,-0.0471,-0.0422,-0.1058,-0.1009
Clns1a,-0.0386,-0.1825,-0.0761,-0.2201
Pcdhb3,-0.0247,-0.0068,-0.0475,-0.0296
Ndc80,0.0152,-0.0228,0.0085,-0.0295
1110038D17Rik,-0.0981,-0.0863,-0.0039,0.0079
Gm71,0.0761,0.2777,0.0878,0.2894
Crybg3,-0.2428,0.1683,-0.1237,0.2873
Siglech,-0.0355,0.0409,-0.0415,0.0349
Tjap1,0.1082,-0.1231,0.1199,-0.1113
Atad2b,0.0803,0.0623,0.0802,0.0622
Ttll2,-0.1075,-0.2111,0.0344,-0.0691
Ddx19b,0.0019,-0.041,-0.0125,-0.0553
Grem1,-0.0513,-0.0305,-0.0428,-0.0219
Dscr3,-0.0571,-0.1013,-0.0139,-0.0582
Unc119,0.051,0.0597,0.047,0.0558
Xrcc5,0.0238,-2.34E-04,0.0282,0.0041
Olfr458,-0.0377,-0.0572,0.0025,-0.017
Tmem215,0.0874,0.0462,0.033,-0.0081
Olfr885,-0.0162,-0.0594,0.0023,-0.0409
3230401D17Rik,-0.0411,-0.0122,0.0222,0.051
Nedd4l,0.5987,0.578,0.5404,0.5197
Hspb1,0.3528,0.6525,0.445,0.7447
Ofd1,-0.0447,-5.31E-04,-0.0663,-0.022
2900005J15Rik,-0.0533,-0.0808,-0.0266,-0.0541
Pold3,-0.1072,0.0648,-0.1025,0.0695
Nfxl1,0.0894,0.117,0.0584,0.0859
Gusb,-0.0749,-0.0971,-0.0347,-0.0568
Arr3,-0.0283,-0.0413,0.0439,0.0308
AC157095.2,0.1143,0.2124,0.0946,0.1927
Cmpk1,-0.1538,0.0434,0.0808,0.2781
Crisp2,0.0057,-0.0266,-0.0094,-0.0416
AC132350.1,-0.0222,-0.012,-0.0024,0.0078
AL772325.1,0.024,0.0219,-0.0452,-0.0474
AC156506.2,-0.0368,-0.0799,-0.1228,-0.1659
Tob2,-0.0623,-0.0284,0.0254,0.0593
Olfr98,0.016,0.003,0.0099,-0.003
AL732619.3,0.0249,0.0185,0.0054,-0.001
Tnr,0.014,-0.0447,0.0206,-0.0381
Trpv6,0.0787,0.0225,0.0229,-0.0333
Katnal2,-0.0553,-0.1012,-0.0284,-0.0743
Lbx2,-0.0016,-0.006,0.0186,0.0142
2610028A01Rik,-0.3002,0.0992,-0.3748,0.0246
Cdc26,-0.0338,0.0211,-0.0643,-0.0094
Ugt2b34,-0.0538,-0.0593,0.0343,0.0288
RP23-173D8.6,-0.4051,-0.1019,-0.2756,0.0276
Cept1,0.1586,0.1351,0.1324,0.1089
Atad2b,0.0235,-0.0179,0.0052,-0.0362
AL662804.2,0.0896,0.1124,-0.0293,-0.0065
2310007B03Rik,-0.2378,-0.2994,-0.254,-0.3157
Gast,0.037,0.0444,0.085,0.0924
9230009I02Rik,0.0401,-0.0118,-0.0414,-0.0932
Med29,-0.0266,-0.0413,-0.0216,-0.0363
Gltpd2,-0.012,-0.0612,-0.0321,-0.0813
Mrpl4,-0.0454,-0.048,0.1865,0.1839
Ccdc11,0.0365,0.035,0.0163,0.0148
Plekhb2,0.0016,0.2583,-0.1659,0.0908
Akr1c6,-0.0208,0.0401,0.0281,0.089
AC153555.1,0.058,0.0251,0.0651,0.0322
Inpp5e,0.0048,0.1136,0.0108,0.1196
Ccl4,-0.0358,-0.0761,0.0103,-0.03
Rbm16,-0.2895,-0.2219,-0.0277,0.0399
Synpo2l,0.028,0.0051,-0.0173,-0.0402
A730069N07Rik,0.0519,-0.0052,0.1047,0.0476
Nes,-0.1433,-0.1884,-0.3106,-0.3556
RP24-114M8.2,-0.0065,0.0212,-0.0171,0.0106
Drd5,0.0222,0.009,-0.0238,-0.037
Tpt1p,-0.4737,0.3266,-0.2991,0.5011
Ipo13,-0.1324,-0.0321,-0.1964,-0.0961
Ap2a2,0.1045,0.1586,-0.2336,-0.1796
AL645547.3,0.0086,0.0029,0.0257,0.02
Tsga10ip,0.0335,0.0551,-0.0022,0.0195
Olfr745,0.0818,0.0822,0.0062,0.0067
Ube2ql1,-0.0621,-0.0207,-0.0867,-0.0453
Prkch,0.1033,0.0786,0.0807,0.0561
Ttll11,0.0864,0.1184,0.003,0.035
Vmo1,-0.0245,-0.0162,-0.0267,-0.0184
AC138359.2,-0.0216,-0.0284,-0.0231,-0.03
D330050I16Rik,-0.0867,-0.052,-0.0298,0.0049
Ddx46,0.0075,-0.1613,-0.1432,-0.312
Nadk,0.0168,0.2398,-0.0998,0.1232
Ucp1,-0.0504,-0.0645,-0.0089,-0.0229
Mfap2,-0.0896,-0.0848,0.0097,0.0144
Ndufa9,0.3634,0.0933,0.3218,0.0517
Zfp36,-0.2143,-0.3378,-0.3837,-0.5072
Itfg3,0.2938,0.2602,0.2233,0.1897
RP24-192F16.1,-0.0315,-0.023,-0.0273,-0.0188
Jph2,0.0108,0.0546,0.0179,0.0617
Capsl,-0.0175,-0.5986,-0.1005,-0.6816
Aph1b,0.1077,0.0648,0.0764,0.0334
Gprc2a-rs5,0.0036,0.085,-0.0142,0.0671
A430110N23Rik,-0.0017,-0.0149,-0.0232,-0.0364
Melk,0.0483,-0.0817,0.1918,0.0619
Tex101,0.0128,-0.0238,0.0346,-0.002
Fundc1,-0.0672,-0.111,-0.0227,-0.0665
AL606933.3,-0.0088,-0.041,0.0066,-0.0257
V1rc15,0.0275,0.0459,0.0026,0.0209
Spg7,-0.0062,0.09,0.0112,0.1074
Sars,0.5446,0.3767,0.2783,0.1104
Psmd1,-0.0708,-0.0458,-0.0285,-0.0035
Rps7,0.0407,0.1879,-0.0231,0.1241
Msmb,-0.0026,-0.0606,0.01,-0.048
Fam134a,-0.2366,-0.1823,-0.1358,-0.0815
1500035N22Rik,0.0422,0.0227,0.0144,-0.0052
Pcdhb2,-0.0308,-0.1067,0.0302,-0.0456
Edem2,0.2611,0.1417,0.1487,0.0293
AC101685.1,-0.1659,0.1142,-0.1532,0.1269
Stat4,-0.0632,-0.138,-0.2145,-0.2892
Adam2,0.0531,-0.0044,0.084,0.0265
Rere,-0.0284,-0.0488,0.0163,-0.0042
4933434E20Rik,-0.303,-0.2061,-0.1035,-0.0066
1700110M21Rik,-0.0093,0.0067,0.0148,0.0307
Eif1,0.0956,0.0465,0.0772,0.0281
Mto1,0.0324,0.1936,-0.085,0.0763
Tox2,-0.0254,-0.022,-0.0349,-0.0315
Nat14,-0.01,0.1012,-0.0904,0.0209
Unc13a,0.066,0.0617,-0.0205,-0.0249
AL596125.1,0.0103,0.0252,-0.0334,-0.0185
Srfbp1,-0.2282,-0.1093,-0.1478,-0.0289
Olfr1153,0.0409,0.0497,0.0081,0.0168
Exoc7,0.1854,0.0244,0.2526,0.0917
AB041806,0.0078,0.0193,0.0245,0.036
Cdan1,-0.0229,0.0669,0.0262,0.116
Ngf,0.0055,-0.0343,-0.0512,-0.091
Arf4,0.0712,0.0296,0.0457,0.0041
Fam71d,-0.0037,-0.0196,-0.0178,-0.0338
Ckb,0.089,-0.2164,0.0605,-0.2449
RP23-75H1.7,0.05,0.0603,0.0116,0.0219
Arf6,-0.2082,0.1759,-0.1127,0.2715
Rhobtb1,0.2456,0.6521,0.1813,0.5878
P2rx2,-0.0303,0.0419,-0.0205,0.0516
Relb,0.1654,0.1479,-0.0251,-0.0426
Akr1c12,-0.1622,-0.095,-0.0308,0.0363
Aifm1,0.1695,0.2978,0.1175,0.2458
AC156571.1,-0.1139,-0.1407,0.1061,0.0792
Fpr-rs7,0.0121,0.0438,-0.0434,-0.0117
Cdc34,0.0484,0.042,0.0125,0.0061
Insig1,-0.0059,-0.1097,-0.0601,-0.1638
Dlec1,-0.0082,0.0419,-0.0609,-0.0108
Fam83e,0.0841,0.1037,0.1491,0.1687
Gtsf1l,-0.0315,0.4716,-0.3864,0.1167
Myo1a,0.0085,-0.0554,0.0351,-0.0287
Myoz1,0.0234,0.026,-0.0274,-0.0248
AL450397.1,0.0109,-0.0322,0.0215,-0.0216
Srbd1,0.071,0.0458,-0.0168,-0.042
Tmem2,-0.2626,-0.1043,-0.1215,0.0368
Casc3,-0.0385,-0.2322,-0.0482,-0.2419
Phgdh,-0.0516,-0.4061,0.0321,-0.3224
Clmn,0.0442,0.0755,-0.0172,0.0141
Slitrk1,0.0604,0.0588,0.0493,0.0477
AL731665.1,-0.0174,0.0547,-0.0508,0.0213
Ppp1r1c,-0.0394,0.0218,0.0204,0.0816
Clip1,-0.0322,-0.0688,-0.0157,-0.0523
Wsb2,-0.1622,0.1419,-0.086,0.2181
AL773592.1,-0.0954,-0.0163,-0.048,0.0311
Elk1,-0.0873,-0.065,-0.0635,-0.0412
C87414,-0.0115,-0.0451,-0.0099,-0.0435
Mrps15,0.1684,0.0996,0.2126,0.1438
Gpaa1,0.061,0.0521,0.1258,0.1168
Uap1,-0.0545,-0.1915,0.0159,-0.1211
Trpc5,-0.0416,-0.0285,-0.0022,0.0108
Tap1,0.0378,0.0296,0.0646,0.0564
Nfe2l1,0.0967,-0.1313,0.0642,-0.1638
Dram1,0.0407,-0.161,0.1079,-0.0937
AC158658.1,-0.0115,-0.0195,0.0297,0.0217
V1re11,0.0328,0.0247,0.0578,0.0497
Gm88,-0.0051,0.0163,-0.0269,-0.0055
Adam18,-0.0167,0.0445,-0.0484,0.0128
Slc36a2,0.0581,-0.0321,0.0634,-0.0268
Galr2,-0.1113,-0.1747,-0.0279,-0.0913
Slc22a6,-0.0065,-0.0272,0.0217,0.001
Mcf2,0.008,0.0036,-0.033,-0.0373
Vkorc1l1,0.2167,0.1893,0.0294,0.0019
V1rh9,-0.0212,0.0739,-0.0295,0.0656
Serpinb6a,0.3764,0.4712,0.2124,0.3072
Gns,0.0764,-0.3145,0.149,-0.2418
Snap91,0.0016,0.0491,-0.0639,-0.0164
Daam2,-0.0245,0.035,-0.0178,0.0417
Grin3b,-0.0137,-0.0089,0.0293,0.0342
Rps6ka6,0.008,0.012,4.64E-04,0.0044
Cd1d2,-0.0107,0.0816,-0.0324,0.0598
Obox1,-0.0185,-0.0432,-0.0095,-0.0342
Vps29,-0.0527,-0.1653,0.0584,-0.0542
AL731692.5,-0.011,-0.0011,0.0038,0.0137
RP23-281O10.4,-0.0302,-0.0757,0.0028,-0.0427
Rgr,-0.0663,-0.0837,0.0263,0.0089
4930579G22Rik,0.0132,0.0253,0.0141,0.0262
D830013O20Rik,-0.029,-0.0387,0.003,-0.0067
Kcnab1,-0.0344,-0.0296,-0.0793,-0.0746
