genes,adjP(Z6/E14Tg2a),adjP(OKO160/E14Tg2a),adjP(Z6/OctGip),adjP(OKO160/OctGip)
Maoa,0.2306,0.2929,0.6521,0.721160289
AC090887.1,0.878,0.5518,0.8799,0.97584815
Adra2a,0.9453,0.9848,0.4104,0.253189554
Olfr1094,0.8106,0.6148,0.8471,0.656634628
Dand5,0.9361,0.541,0.986,0.682490898
Abhd3,0.4717,0.9083,0.9023,0.582301258
Rplp0,0.4988,0.4129,0.9434,0.896115188
Sytl4,0.8694,0.9025,0.8796,0.50548186
Sfrs3,0.8165,0.6275,0.9959,0.40909679
1700012B09Rik,0.9381,0.9214,0.8784,0.634459695
Aldh4a1,0.4809,0.783,0.2459,0.99060454
mmu-mir-130b,0.9607,0.3028,0.6782,0.76591455
Alkbh8,0.7732,0.3351,0.7568,0.293661934
mmu-mir-697,0.8304,0.5294,0.1572,0.831630114
Lpcat4,0.9032,0.8082,0.8373,0.357852546
Med14,0.4929,0.3387,0.8321,0.672480434
Gigyf2,0.698,0.9726,0.4494,0.853005292
Usp3,0.0132,0.2284,0.0424,0.518336618
Olfr141,0.5926,0.8426,0.459,0.985562972
SNORD14,0.9338,0.8186,0.9484,0.845486089
Krtap6-3,0.9896,0.9868,0.5596,0.511925843
Zbtb7c,0.817,0.0083,0.9633,0.004464898
Rnasel,0.9833,0.8248,0.9446,0.970167572
Taok3,0.9982,0.8008,0.8948,0.631637767
1700001L19Rik,0.8808,0.9235,0.99,0.956510248
Olfr151,0.6787,0.5098,0.9279,0.988439306
Smek2,0.9736,0.7584,0.8818,0.945076046
Prm3,0.4653,0.3438,0.481,0.43866608
4930564B18Rik,0.9302,0.8053,0.694,0.970530257
SNORA20,0.2629,0.2551,0.9692,0.973565621
Sdccag10,0.854,0.7184,0.7552,0.914678212
SNORD81,0.9244,0.4809,0.485,0.875218795
Glra2,0.8493,0.4882,0.8634,0.977606414
Aldh1a7,0.1694,0.0566,0.2459,0.072769391
Snrpd1,0.6828,0.5885,0.8629,0.512319396
Acadm,0.1408,0.0168,0.2985,0.032648292
CR628367.2,0.7253,0.3434,0.8291,0.992766386
Rnaset2b,5.86773726295975E-4,2.49478168633534E-4,0.0013,5.65002234703505E-4
4930538K18Rik,0.9493,0.8789,0.9758,0.992770546
Dnm2,0.1658,0.3458,0.8293,0.977575455
AL670446.2,0.9932,0.9278,0.9585,0.883176712
Pea15b,0.9227,0.4022,0.6175,0.858414246
SNORD51,0.316,0.1822,0.9372,0.997951192
Emilin2,0.8523,0.7361,0.3737,0.241923711
AC097273.3,0.9457,0.9582,0.6679,0.798698037
Ctnnd2,0.317,0.3751,0.8209,0.857030646
Serpina3k,0.3814,0.7512,0.1452,0.975125715
Frmd4a,0.0467,0.2199,0.0092,0.764517083
Defb41,0.6747,0.9074,0.8681,0.997951192
AC092404.2,0.2058,0.2458,0.8658,0.766452038
SNORA5,0.8782,0.9585,0.917,0.975100529
Aagab,0.7393,0.2193,0.859,0.304429326
Rnf216,0.7091,0.6536,0.8018,0.734118924
Olfr649,0.9388,0.9716,0.8354,0.74258726
Olfr1318,0.9314,0.7659,0.8975,0.882554955
Baat,0.7714,0.9977,0.6747,0.915922157
Hist1h2ah,0.7981,0.1871,0.9246,0.669815616
SNORA81,0.5773,0.9373,0.6353,0.947883527
Rem1,0.5142,0.5414,0.664,0.682725262
Olfr1317,0.975,0.915,0.9457,0.878156422
Anxa4,0.2343,0.4187,0.7773,0.935434941
Nipa1,0.6935,0.2923,0.9357,0.876252037
AL929249.1,0.9516,0.893,0.9691,0.927169546
Mapk4,0.7794,0.7026,0.7381,0.636436973
RP23-174C9.7,0.2402,0.0993,0.9301,0.72086208
Nsmce2,0.7135,0.5797,0.4271,0.289508908
Speer2,0.3696,0.7834,0.5732,0.9225045
Shisa4,0.983,0.9475,0.9691,0.937346287
Defb6,0.8921,0.7935,0.9547,0.879433766
Slc30a8,0.8285,0.4186,0.7064,0.687794679
Nudcd3,0.9186,0.2362,0.9679,0.121807366
4930433N12Rik,0.9819,0.7955,0.9427,0.917456928
Dnajc7,0.2513,0.7677,0.6636,0.981834416
Kcna5,0.9494,0.5676,0.9454,0.843161149
Fam192a,0.854,0.5701,0.1735,0.799993264
4932438A13Rik,0.1763,0.4811,0.5206,0.860847177
Defb25,0.2695,0.7566,0.4537,0.909965134
Vmn2r42,0.9153,0.6257,0.6634,0.884964685
BC013712,0.5276,0.4156,0.828,0.7160752
Lst1,0.7449,0.9852,0.6219,0.876307293
SNORA67,0.8518,0.8615,0.7212,0.707133179
SNORD101,0.5063,0.8366,0.6548,0.924069978
D430041D05Rik,0.8075,0.9414,0.9723,0.811384278
Prkcq,0.9931,0.5996,0.9959,0.690792198
Raly,0.9223,0.4485,0.9552,0.5336299
AC140440.1,0.8603,0.4998,0.3989,0.988950108
AC138587.2,0.8794,0.9051,0.9019,0.923668243
SNORA32,0.4783,0.8184,0.4671,0.792588777
Irgq,0.6216,0.4565,0.2602,0.924400048
4933413J09Rik,0.9653,0.4967,0.8702,0.233169235
Mmp20,0.9912,0.8745,0.9448,0.987239442
Ncstn,0.8213,0.3758,0.8634,0.417229558
Slc35f5,0.7751,0.7502,0.9914,0.993990423
SNORA63,0.5773,0.9373,0.6353,0.947883527
AC074042.1,0.6787,0.8839,0.7329,0.896010117
RP23-143P18.2,0.5895,0.0019,0.9799,0.01270429
Slc33a1,0.9262,0.8813,0.916,0.947639957
Olfr134,0.7666,0.475,0.8311,0.972407304
Lzic,0.4277,0.5337,0.9867,0.914462302
Atp5j,0.929,0.8883,0.9012,0.914668259
SNORA3,0.7531,0.7333,0.9751,0.972638421
Prc1,0.6281,0.7974,0.9765,0.437516787
Nhlh1,0.7807,0.2839,0.8389,0.924069978
Rbm39,0.721,0.8418,0.987,0.90526909
Gm97,0.524,0.6487,0.9564,0.99060454
SNORD100,0.7253,0.3434,0.8291,0.992766386
Gemin4,0.9539,0.6462,0.6639,0.281836608
Pex12,0.9178,0.9382,0.999,0.982100822
Tmsb15a,0.9841,0.6988,0.969,0.700934658
Hdac11,0.9247,0.3145,0.9705,0.592344852
Mlf2,0.0081,0.1516,0.0611,0.642296496
Xcl1,0.9152,0.8765,0.6901,0.30013059
Aard,0.1564,0.0246,0.0344,0.004435485
A930018P22Rik,0.4576,0.9965,0.6847,0.935262084
Acp2,0.1327,0.416,0.5477,0.896604308
Car2,0.2346,0.0405,0.1914,0.025099273
Kiss1r,0.6737,0.7394,0.9013,0.943266512
Iffo2,0.7013,0.1909,0.8714,0.318970208
AL844569.1,0.8264,0.9398,0.9735,0.964536435
AC158930.1,0.7807,0.2839,0.8389,0.924069978
Adamts13,0.1905,0.4001,0.8714,0.571102026
SNORA4,0.5773,0.9373,0.6353,0.947883527
AL773519.1,0.8609,0.9977,0.9028,0.690693206
Uaca,0.9976,0.7786,0.8008,0.457639369
SNORA19,0.4045,0.6527,0.927,0.69238073
Ctps2,0.6332,0.6162,0.9994,0.996692952
Olfr585,0.7749,0.8706,0.1571,0.566594
Olfr20,0.9849,0.9467,0.974,0.996692952
AC026478.1,0.9223,0.5255,0.8799,0.472883037
Zkscan6,0.9265,0.8823,0.9792,0.852293698
Mfsd9,0.7137,0.5606,0.9897,0.266773027
Pdlim2,0.9445,0.5883,0.9965,0.762939665
Rab32,0.7336,0.0523,0.8179,0.058010176
Rpl18a,0.6949,0.2387,0.9162,0.472634571
Krtap4-7,0.824,0.3515,0.9751,0.612025712
Ntn5,0.1025,0.1449,0.3774,0.473235413
Krtap4-2,0.6144,0.9367,0.7026,0.965524414
BX842611.1,0.9816,0.9213,0.9742,0.993990423
mmu-mir-1982,0.0606,0.1582,0.5835,0.831507363
Zfp790,0.8836,0.7329,0.96,0.472883037
Gm4769,0.7433,0.5739,0.6609,0.758542723
2610507B11Rik,0.967,0.7827,0.9868,0.905840206
B3gnt4,0.9509,0.9549,0.7489,0.694388678
Erbb2,0.1403,0.1309,0.5357,0.497130377
Gm5771,0.7374,0.3936,0.406,0.83282531
Serinc1,0.3304,0.1128,0.51,0.186330749
Igh-6,0.7892,0.4352,0.868,0.981993199
Igh-5,0.3899,0.7601,0.8207,0.98436898
Ppm1j,0.7921,0.2413,0.9302,0.173483553
A930038C07Rik,0.9117,0.1047,0.9979,0.201809565
AI324046,0.9014,0.7699,0.7676,0.593573939
Cnp,0.456,0.1663,0.9629,0.695471982
Mum1l1,0.9777,0.4479,0.9967,0.44985097
Zfp329,0.8021,0.8366,0.9932,0.970156601
Ighg1,0.9117,0.9058,0.8681,0.845921701
V1rd15,0.9193,0.7787,0.8573,0.940964782
AC161441.1,0.9643,0.9175,0.9454,0.972151686
Hk3,0.9235,0.4677,0.9965,0.686430156
Igh-3,0.7431,0.7845,0.9028,0.697757974
Pcdha11,0.5773,0.5,0.9067,0.851287369
Tmem87a,0.9899,0.7134,0.8846,0.958489806
Igh-1b,0.9024,0.5273,0.9771,0.698486733
Rtkn2,0.7498,0.4154,0.9815,0.857052779
Frk,0.5609,0.3952,0.7745,0.603695931
AC116871.1,0.6056,0.7845,0.8499,0.96007131
Taar7f,0.18,0.8512,0.7641,0.773866112
Arc,0.6152,0.9708,0.5026,0.876307293
Ppfibp2,0.5537,0.9642,0.2242,0.640950246
Igfbpl1,0.9629,0.9282,0.5795,0.33448306
Sdf2,0.7594,0.7604,0.6066,0.964342387
U4atac,0.406,0.1343,0.1944,0.042822621
AC160982.1,0.7252,0.3056,0.8018,0.988950108
Fam108c,0.1722,0.1006,0.7463,0.567679415
Asah1,0.8823,0.7532,0.8842,0.952476281
AC154141.1,0.795,0.6092,0.9114,0.765611939
A430107P09Rik,0.6097,0.9467,0.9345,0.706731783
Romo1,0.1103,0.3497,0.7575,0.997729058
Herc3,0.8607,0.5254,0.8168,0.456088652
Apbb1,0.9873,0.6408,0.9924,0.652095044
SCARNA13,0.9114,0.4649,0.6232,0.891289264
Anxa6,0.9998,0.0114,0.96,0.007468254
Cdc14b,0.8231,0.3095,0.9947,0.649782874
Ap1g1,0.6101,0.6667,0.7506,0.626341998
Olfr944,0.97,0.6956,0.891,0.966277287
Shisa7,0.0061,0.7509,0.0136,0.932350577
AC122307.1,0.9861,0.7211,0.8475,0.486580992
Pih1d1,0.6303,0.8593,0.969,0.536391992
AC173050.2,0.6925,0.8907,0.9442,0.961720468
AL590388.3,0.0023,0.001,0.8911,0.709884177
H2-Eb2,0.8383,0.5841,0.9074,0.691893183
Chrna9,0.6198,0.3086,0.8055,0.24926077
Slco2b1,0.6502,0.0146,0.8008,0.018557723
Cdca8,0.9114,0.7298,0.6613,0.803479265
Mrvi1,0.756,0.6314,0.5804,0.427839335
Ccng2,0.9858,0.9759,0.9634,0.920197865
Ccdc136,0.3185,0.2446,0.6636,0.554910599
Chmp4b,0.5584,0.2694,0.9929,0.852160466
AL627069.1,0.2482,0.3002,0.0598,0.064257496
SNORA66,0.6092,0.8028,0.9792,0.927169546
AL627215.5,0.8654,0.9808,0.9169,0.996692952
Kidins220,0.9908,0.658,0.9362,0.579171121
AL845313.1,0.626,0.6455,0.8714,0.879401914
BX679665.2,0.1379,0.0696,0.8975,0.732220558
Foxp2,0.991,0.2778,0.8483,0.611125055
Fam36a,0.9457,0.2048,0.8024,0.091748379
Pole2,0.6453,0.7463,0.5287,0.615350741
Crygn,0.0333,0.0371,0.6731,0.697465842
Hexim1,0.9636,0.0135,0.2528,0.429867725
Olfml1,0.9128,0.549,0.924,0.637138097
2410004B18Rik,0.9778,0.3468,0.8377,0.767423548
1700036A12Rik,0.779,0.9488,0.7709,0.919087575
Mier2,0.9736,0.5305,0.9166,0.443561089
Olfr584,0.7496,0.859,0.8033,0.876448187
Jak2,0.4448,0.3606,0.998,0.975238992
Rasgef1c,0.9208,0.6167,0.9918,0.505030283
Anapc2,0.912,0.8996,0.9145,0.95056497
Serpina3m,0.3559,0.1613,0.9941,0.877212453
Defb18,0.7756,0.8445,0.9941,0.95347879
A230083G16Rik,0.8828,0.4677,0.6303,0.936309155
mmu-mir-1896,0.9885,0.61,0.8994,0.465771909
Olfr733,0.8488,0.726,0.8241,0.876789875
Serpinb9b,0.6223,0.9658,0.9304,0.755692962
Klhl25,0.9448,0.6288,0.697,0.94152126
Slc39a2,0.9278,0.6687,0.9356,0.748559148
CT030634.57,0.9931,0.9624,0.6406,0.654612435
mmu-mir-125a,0.9813,0.8513,0.9644,0.966437394
Olfr583,0.9502,0.7152,0.998,0.846438173
Pgls,0.6809,0.0902,0.7926,0.111945211
Dusp10,0.9247,0.7149,0.7568,0.905177733
CT030634.58,0.7886,0.7525,0.8922,0.886556319
Cntfr,0.9894,0.1991,0.9465,0.352668566
C4b,0.3351,0.2941,0.9899,0.979349456
Kcnj4,0.9171,0.4461,0.9705,0.276425206
Ceacam15,0.8753,0.9803,0.8735,0.626341998
Sec1,0.8997,0.7535,0.886,0.736019647
Gpha2,0.7819,0.6092,0.9947,0.944082372
mmu-mir-93,0.9794,0.4486,0.9383,0.393713609
CT030634.28,0.7886,0.7525,0.8922,0.886556319
Adcy9,0.8303,0.969,0.9924,0.82292717
5033421C21Rik,0.8729,0.8051,0.9255,0.466422686
Cdc42ep1,0.9342,0.8852,0.8962,0.918567835
AL731699.1,0.5089,0.9665,0.9549,0.603695931
Cntn4,0.9789,0.6956,0.842,0.955646268
H2-DMb2,0.693,0.1017,0.493,0.041378869
Tagap1,0.531,0.0524,0.9634,0.282913356
2010109A12Rik,0.4968,0.2955,0.8475,0.641086104
Kcnc3,0.6625,0.9276,0.6774,0.976312594
Defb36,0.8643,0.9421,0.86,0.922325982
Oxa1l,0.5099,0.6167,0.842,0.909941942
AL669935.1,0.8002,0.8723,0.4356,0.871811061
Pomp,0.3946,0.2569,0.5899,0.402234822
AC116686.1,0.9176,0.9748,0.8619,0.965160152
Fam19a3,0.7212,0.35,0.96,0.682255882
Mfhas1,0.8982,0.5571,0.9104,0.944379987
Lnpep,0.7699,0.7677,0.9947,0.999332099
Spert,0.5673,0.9522,0.7404,0.910419248
Olfr160,0.9925,0.9856,0.9448,0.945782051
Defb44,0.8694,0.8378,0.9233,0.89479386
Krt5,0.9882,0.6168,0.9301,0.808805874
AC173050.3,0.9088,0.9865,0.9994,0.94152126
Xlr,0.9953,0.6894,0.6925,0.968434432
Fmo3,0.7935,0.8261,0.859,0.78011987
CT030634.48,0.9321,0.8435,0.5923,0.876789875
1110067D22Rik,0.6677,0.1006,0.9994,0.421126895
Olfr1502,0.9008,0.509,0.8702,0.468452778
SNORA74,0.7339,0.9025,0.9763,0.682356547
SNORD35,0.5802,0.9006,0.9001,0.937792772
Cdkn2b,0.5396,0.1714,0.9683,0.636245176
Filip1l,0.834,0.7932,0.8654,0.814689696
Dcx,0.4288,0.5604,0.9914,0.944481007
SNORA33,0.7253,0.3434,0.8291,0.992766386
AC173050.4,0.9351,0.6341,0.8353,0.868816618
1190005I06Rik,0.5314,0.3929,0.9909,0.939553166
mmu-mir-433,0.0074,0.009,0.0017,0.001324823
Myo3b,0.6612,0.9034,0.8421,0.838321199
Enho,0.91,0.9313,0.9604,0.9225045
Pppde1,0.5928,0.8558,0.281,0.917997208
mmu-mir-678,0.8706,0.1615,0.2948,0.014909084
Mon1b,0.6412,0.4408,0.6863,0.472634571
Clu,0.534,0.0838,0.0724,0.00581102
SNORA3,0.9235,0.3662,0.405,0.903653523
Ptcd2,0.4215,0.3822,0.9719,0.964329146
Olfr582,0.9973,0.8292,0.7861,0.500887134
Gabra4,0.1099,0.6168,0.5696,0.970156601
Txlnb,0.8292,0.7776,0.9504,0.922325982
E130311K13Rik,0.7431,0.0875,0.9346,0.187497937
SNORD23,0.7694,0.2575,0.2971,0.762269781
mmu-mir-686,0.5521,0.5177,0.6375,0.594183076
1110034A24Rik,0.6213,0.523,0.8999,0.319659294
AL670035.2,0.8584,0.8841,0.9959,0.986079492
AC160125.1,0.0084,0.0461,0.0375,0.012060596
Cuedc1,0.5664,0.6487,0.5048,0.584293478
H2-M10.2,0.8794,0.9963,0.9237,0.995336946
SNORA27,0.3728,0.341,0.9191,0.911502949
Ebf3,0.304,0.9282,0.6699,0.712262597
Gm2897,0.7333,0.2294,0.9913,0.597610513
Tpra1,0.9073,0.9974,0.5891,0.707162523
Itpk1,0.7605,0.0052,0.8496,0.005975286
Olfr1093,0.8002,0.9793,0.9833,0.831022803
Vmn2r84,0.6931,0.8165,0.9163,0.982877715
Pmpcb,0.6256,0.9991,0.8176,0.945402915
Sec16b,0.9332,0.8999,0.927,0.939540958
Olfr1090,0.6617,0.9845,0.9594,0.819956652
AL929132.2,0.8421,0.712,0.9442,0.850229843
AL928703.1,0.9746,0.726,0.8039,0.984747922
AL845504.1,6.38619434469964E-4,3.81495946092867E-4,0.9525,0.946150566
Sec62,0.9799,0.9912,0.9718,0.992766386
Olfr1089,0.9884,0.9822,0.8496,0.769704754
Dao,0.854,0.8549,0.8271,0.804896584
Thop1,0.1976,0.1445,0.5546,0.432605019
mmu-mir-101a,0.9278,0.584,0.8732,0.964871488
Olfr1408,0.8488,0.574,0.9991,0.850791308
RP23-405K7.1,0.9699,0.7941,0.9975,0.874368903
Aldh1a1,0.8565,0.9148,0.9339,0.974919284
Itsn1,0.7595,0.357,0.7274,0.523364675
Fancb,0.2872,0.8775,0.5242,0.997951192
Sgol2,0.5634,0.5315,0.5001,0.460614842
Olfr201,0.4968,0.8061,0.9897,0.766488269
Cd59a,0.7065,0.0221,0.0615,0.541723513
Cdsn,0.4832,0.5166,0.8108,0.825036971
Rnf13,0.9935,0.4869,0.8321,0.866576787
Dnajc25,0.9574,0.9491,0.2672,0.227656757
Defb45,0.8496,0.8931,0.8055,0.826569694
AC154824.2,0.9614,0.9285,0.9916,0.995998607
7SK,0.8845,0.9071,0.978,0.95359429
snoR38,0.9953,0.9247,0.9502,0.998947432
Pik3c2g,0.9034,0.9985,0.8666,0.691130014
Krtap2-4,0.542,0.6222,0.7928,0.841186454
AL954675.1,0.7084,0.8446,0.5857,0.989320523
Runx3,0.8798,0.8328,0.9985,0.983843512
Atrnl1,0.9186,0.8697,0.997,0.77410351
Rnls,0.7043,0.7768,0.7617,0.804509946
Zfp37,0.0679,0.5156,0.246,0.87866667
snoZ40,0.9799,0.4029,0.452,0.967241038
Ankmy2,0.9724,0.7551,0.9873,0.710897155
Eda,0.9527,0.9197,0.9638,0.804059559
Lin9,0.8351,0.9225,0.8077,0.992629824
Slc22a21,0.0432,0.6381,0.0694,0.767976717
BX088531.3,0.7253,0.3434,0.8291,0.992766386
Taar7e,0.5551,0.7886,0.3126,0.525583859
mmu-mir-106b,0.9794,0.4486,0.9383,0.393713609
SNORA1,0.9799,0.4029,0.452,0.967241038
Rfc3,0.7911,0.5673,0.7671,0.727861097
D730045B01Rik,0.3445,0.9761,0.3883,0.990006177
Aifm2,0.0064,0.0016,0.0023,5.00921767392462E-4
Olfr648,0.4003,0.5259,0.7568,0.848095078
Tubg1,0.1307,0.2141,0.8447,0.640793907
Adam33,0.9267,0.8503,0.9255,0.964871488
SNORD30,0.6523,0.8473,0.8723,0.984747922
mmu-mir-127,0.0074,0.009,0.0017,0.001324823
Krtap9-3,0.5063,0.9819,0.6589,0.98436898
Ppp2r3c,0.143,0.6744,0.427,0.966386177
AL929440.1,0.9463,0.5238,0.9797,0.631926835
Mcam,0.2883,0.0344,0.8475,0.232152717
Ube2u,0.967,0.5399,0.7107,0.943460675
RP23-9O16.5,0.9612,0.9913,0.971,0.995998607
A530088E08Rik,0.8844,0.8915,0.7807,0.764330619
P2ry6,0.5003,0.6309,0.9941,0.941586139
Ankrd6,0.9117,0.5317,0.859,0.964575313
Clec2d,0.2024,0.1939,0.7025,0.67598492
Ggps1,0.6666,0.6436,0.5642,0.523867295
Prr5l,0.6213,0.9819,0.6876,0.17572014
Defb19,0.9323,0.9804,0.99,0.977575455
AC174776.1,0.4034,0.4461,0.1342,0.14091899
SNORD72,0.9775,0.5665,0.9705,0.494306017
4933428M09Rik,0.8179,0.9726,0.9202,0.986111137
Cdc45l,0.0351,0.4145,0.0728,0.62888638
Stk17b,0.3856,0.6447,0.0776,0.932380582
AC117194.1,0.0264,0.0443,0.8338,0.623886883
Nmnat1,0.8928,0.6456,0.5965,0.302143215
Nfs1,0.8083,0.475,0.8696,0.99060454
6230409E13Rik,0.6623,0.1639,0.4905,0.368905556
Pnkd,0.442,0.4973,0.828,0.855566775
AL731658.2,0.8315,0.9259,0.9457,0.837097888
Olfr1316,0.8674,0.8942,0.9645,0.828885699
AC161607.1,0.5571,0.9279,0.3652,0.756692006
Lrrc51,0.4831,0.3101,0.9299,0.80010427
Olfr1314,0.997,0.9433,0.8147,0.692417339
SNORA5,0.8782,0.9585,0.917,0.975100529
Gsk3a,0.8173,0.9354,0.8849,0.972407304
Slc5a4b,0.9668,0.3112,0.6338,0.824527589
Pcyt1b,9.11847773964448E-4,0.004,0.0039,0.02230404
Lmf1,0.9703,0.6144,0.767,0.997729058
Olfr16,0.6026,0.6112,0.9098,0.923505322
SNORA65,0.972,0.6878,0.1433,0.45349783
A630098A13Rik,0.8631,0.6809,0.8713,0.963839687
B230359F08Rik,0.8821,0.8841,0.8337,0.415713147
Zfp386,0.9841,0.8402,0.7644,0.891732191
AC161872.5,0.6438,0.6341,0.9588,0.962544661
AC161872.2,0.8761,0.924,0.9954,0.963633444
Tcra-V8,0.9921,0.9019,0.9667,0.981993199
Ccdc18,0.668,0.3454,0.8809,0.589317665
mmu-mir-703,0.9318,0.6406,0.917,0.952693557
AC161872.3,0.9428,0.869,0.7719,0.964575313
Gm1220,0.9003,0.9266,0.9304,0.944507494
Gas6,0.9621,0.3618,0.7333,0.782326723
Twf2,0.9195,0.7967,0.9259,0.854608616
X76971,0.8787,0.2202,0.9514,0.572001777
Prelid2,0.502,0.2201,0.6394,0.297641986
Rgs16,0.7106,0.3059,0.3463,0.780164946
AC161460.1,0.8897,0.8663,0.9994,0.995998607
Defb21,0.7562,0.9661,0.6093,0.831212057
Gm8721,0.5403,0.9356,0.849,0.933597442
Dnajb14,0.9731,0.5749,0.9674,0.672846345
Slc25a1,0.8451,0.872,0.8018,0.803100329
Cwc22,0.6509,0.7579,0.8337,0.681247071
C920008G01Rik,0.9227,0.7687,0.9222,0.995998607
Cd59b,0.178,0.0654,0.0132,0.688472604
AC161460.3,0.9253,0.3762,0.7243,0.957159888
Gm8713,0.7319,0.7649,0.9797,0.99778758
Gm26,0.6438,0.6341,0.9588,0.962544661
AC161460.2,0.8761,0.924,0.9954,0.963633444
Tcra-V8,0.9456,0.7672,0.8982,0.485380729
AC188458.1,0.5657,0.4192,0.9764,0.983001278
Ddx25,0.6239,0.3872,0.8556,0.031755159
Krtap1-4,0.696,0.872,0.8714,0.788771176
Gm10898,0.6438,0.6341,0.9588,0.962544661
Slc15a2,0.5898,0.7818,0.9404,0.766700278
Gm5090,0.8761,0.924,0.9954,0.963633444
EG667646,0.8286,0.8162,0.998,0.997729058
Tmem56,0.4697,0.3122,0.683,0.497465208
Gm11046,0.9011,0.8971,0.9661,0.959376321
AC163653.8,0.9109,0.6422,0.9817,0.797742289
Gm8736,0.8701,0.9163,0.8696,0.970788438
Zfp62,0.015,0.3475,0.2185,0.997729058
AC163653.5,0.9858,0.8893,0.9918,0.920776905
Rhoh,0.9182,0.9601,0.9729,0.820676326
Cdc123,0.8098,0.8841,0.9635,0.761208244
Ankle2,0.9079,0.5723,0.6907,0.307203319
BX294192.1,0.8603,0.4998,0.3989,0.988950108
AC163653.6,0.8897,0.8663,0.9994,0.995998607
AL773508.1,0.6411,0.8026,0.833,0.934755722
C920008G01Rik,0.9227,0.7687,0.9222,0.995998607
Zfp827,0.8488,0.6502,0.9371,0.305803396
AC163653.3,0.9253,0.3762,0.7243,0.957159888
Vezf1,0.6623,0.8069,0.7014,0.818052661
Krtap1-5,0.9139,0.6243,0.9877,0.792943561
Gm8713,0.7319,0.7649,0.9797,0.99778758
Fgd3,0.7609,0.3902,0.9104,0.942017695
Fscn1,0.9721,0.974,0.8702,0.848164625
AC161211.1,0.8087,0.5177,0.8262,0.528802818
SNORD22,0.6523,0.8473,0.8723,0.984747922
SNORD46,0.9853,0.8858,0.879,0.957159888
Tmx3,0.6612,0.5517,0.9484,0.887818531
Prpf3,0.0639,0.1591,0.6824,0.899115429
AC034285.1,0.9819,0.9899,0.886,0.907103074
Gm26,0.6438,0.6341,0.9588,0.962544661
Olfr1087,0.3866,0.1857,0.9454,0.759737834
Ccdc108,0.6536,0.4859,0.6703,0.487217517
Blk,0.9089,0.2494,0.9129,0.648412221
Chst10,0.2763,0.5361,0.5631,0.81732304
Fth1,0.9468,0.5925,0.8909,0.516952571
Olfr1086,0.5704,0.9639,0.809,0.866689724
Defb29,0.8857,0.9727,0.9324,0.817737495
Dnaja4,0.8246,0.6344,0.8843,0.204888501
Slfn3,0.8018,0.8213,0.7125,0.964676415
Tcra-V8,0.9456,0.7672,0.8982,0.485380729
Gm410,0.9704,0.8629,0.927,0.694611845
Trp53,0.8887,0.5802,0.9372,0.681247071
Uqcrc1,0.0711,0.0278,0.3825,0.167932965
AC162934.1,0.7542,0.8189,0.6364,0.684495892
AC164155.1,0.5657,0.4192,0.9764,0.983001278
Krtap3-1,0.7433,0.9037,0.3761,0.549571746
Rab3b,0.9497,0.9753,0.9908,0.968725746
AL807805.2,0.9525,0.9748,0.8757,0.817033329
BX649357.1,0.6305,0.9553,0.6671,0.950458479
BX679668.2,0.7253,0.3434,0.8291,0.992766386
Gm10898,0.6438,0.6341,0.9588,0.962544661
Gm5090,0.8761,0.924,0.9954,0.963633444
Creb1,0.3158,0.3832,0.3955,0.464897499
Myl2,0.1131,0.591,0.7679,0.148213271
Angel1,0.1861,0.0405,0.4977,0.133131253
Fntb,0.3898,0.3969,0.3215,0.602225754
Filip1l,0.7826,0.5188,0.9668,0.79806066
Tpcn1,0.2776,0.4482,0.818,0.568581095
Tysnd1,0.6955,0.0144,0.7107,0.011218958
Ift57,0.0484,0.0374,0.1636,0.114934981
Defb4,0.9063,0.9824,0.7504,0.826105491
4933411O13Rik,0.8275,0.9373,0.964,0.852293698
Stard13,0.5638,0.3435,0.9924,0.918027096
Homez,0.5525,0.1897,0.9372,0.051316943
Defb28,0.9244,0.9179,0.6743,0.876095015
RP23-59L23.1,0.9734,0.6184,0.7173,0.976343096
Olfr1313,0.9934,0.842,0.8353,0.592579892
AC034285.2,0.9612,0.9656,0.9457,0.948352182
L1Md-Gf251,0.4267,0.3545,0.7817,0.696468799
Olfr943,0.9841,0.9684,0.8673,0.907324634
Trp53inp1,0.9994,0.4994,0.9965,0.554375423
Olfr1501,0.9207,0.4392,0.9929,0.673956604
L1Md-Gf251,0.8943,0.8205,0.8631,0.399223926
Lmod1,0.5871,0.2695,0.9707,0.74258726
RP23-232D1.4,0.8585,0.1447,0.7866,0.722847672
Tmprss11f,0.7756,0.9474,0.5561,0.748531505
2400001E08Rik,0.6829,0.5883,0.9269,0.954940225
Tgm2,0.4989,0.9292,0.6912,0.998947432
Dclk2,0.9404,0.3732,0.9495,0.680285753
AL772215.1,0.7535,0.5387,0.7291,0.704621693
Defb14,0.9437,0.9339,0.8683,0.977552975
AL928735.2,0.8597,0.7095,0.6793,0.490178088
snoU83B,0.8071,0.7754,0.5389,0.483220374
Igk-C,0.6694,0.8393,0.6152,0.957472205
SNORD88,0.9381,0.4615,0.9122,0.618927006
Defb26,0.9816,0.9829,0.9697,0.970156601
Lce1c,0.5802,0.7399,0.7404,0.850791308
Rps18,0.8724,0.4905,0.8056,0.706204291
AL663041.2,0.406,0.4941,0.8933,0.952296289
Slc27a4,0.5665,0.5995,0.9358,0.88233413
Tmem89,0.9328,0.9661,0.9597,0.983434227
Pgap3,0.8895,0.9996,0.899,0.722943599
